id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
002_07_00.jpg,0.0,"[0.1, 0.0]",1.0,1.25,10,8
002_07_05.jpg,0.0,"[0.07142857142857142, 0.0]",1.0,1.5555555555555556,14,9
002_07_07.jpg,0.0,"[0.0, 0.0]",1.0,1.0,9,9
002_07_08.jpg,0.0,"[0.125, 0.0]",0.5352614285189903,0.6153846153846154,8,13
002_07_10.jpg,0.0,"[0.0, 0.0]",1.0,4.5,9,2
003_41_00.jpg,0.0,"[0.2222222222222222, 0.0]",1.0,1.125,9,8
003_41_01.jpg,0.0,"[0.0, 0.0]",1.0,1.7142857142857142,12,7
003_41_02.jpg,0.0,"[0.3, 0.0]",1.0,1.0,10,10
003_41_04.jpg,0.0,"[0.1111111111111111, 0.0]",1.0,1.125,9,8
003_41_07.jpg,0.0,"[0.18181818181818182, 0.0]",1.0,1.0,11,11
003_41_08.jpg,0.0,"[0.0, 0.0]",1.0,1.1,11,10
003_41_13.jpg,0.0,"[0.0, 0.0]",1.0,1.1111111111111112,10,9
003_41_14.jpg,0.0,"[0.1, 0.0]",1.0,1.1111111111111112,10,9
003_41_17.jpg,0.0,"[0.07142857142857142, 0.0]",1.0,1.5555555555555556,14,9
003_41_25.jpg,0.0,"[0.25, 0.0]",1.0,1.0,8,8
003_42_01.jpg,0.0,"[0.1, 0.0]",1.0,1.25,10,8
003_42_03.jpg,0.0,"[0.08333333333333333, 0.0]",1.0,1.0909090909090908,12,11
003_42_04.jpg,0.0,"[0.0, 0.0]",0.6514390575310556,0.7,7,10
003_42_05.jpg,0.0,"[0.0, 0.0]",1.0,1.0,7,7
003_42_06.jpg,0.0,"[0.09090909090909091, 0.0]",1.0,1.1,11,10
003_42_09.jpg,0.0,"[0.125, 0.0]",0.6872892787909722,0.7272727272727273,8,11
003_42_12.jpg,0.0,"[0.0, 0.0]",0.4965853037914095,0.5882352941176471,10,17
003_42_13.jpg,0.0,"[0.1, 0.0]",0.8187307530779819,0.8333333333333334,10,12
003_43_00.jpg,0.0,"[0.0, 0.0]",0.5647181220077593,0.6363636363636364,7,11
003_43_02.jpg,0.0,"[0.0, 0.0]",1.0,7.0,7,1
005_279_02.jpg,0.0,"[0.0, 0.0]",1.0,5.0,10,2
005_279_03.jpg,0.0,"[0.1, 0.0]",1.0,5.0,10,2
006_297_00.jpg,0.0,"[0.09090909090909091, 0.0]",0.6347364189402819,0.6875,11,16
006_297_03.jpg,0.0,"[0.125, 0.0]",1.0,1.3333333333333333,8,6
006_297_04.jpg,0.0,"[0.0, 0.0]",1.0,1.375,11,8
006_297_05.jpg,0.0,"[0.2727272727272727, 0.0]",0.6347364189402819,0.6875,11,16
006_297_06.jpg,0.0,"[0.0, 0.0]",1.0,9.0,9,1
006_297_08.jpg,0.0,"[0.08333333333333333, 0.0]",0.7788007830714049,0.8,12,15
006_297_10.jpg,0.0,"[0.0, 0.0]",1.0,2.75,11,4
006_297_13.jpg,0.0,"[0.2, 0.0]",1.0,1.4285714285714286,10,7
006_297_14.jpg,0.0,"[0.16666666666666666, 0.0]",1.0,2.0,12,6
006_297_19.jpg,0.0,"[0.125, 0.0]",1.0,1.0,8,8
006_297_22.jpg,0.0,"[0.3333333333333333, 0.0]",1.0,1.0909090909090908,12,11
006_299_02.jpg,0.11242322053892272,"[0.18181818181818182, 0.1]",0.8337529180751805,0.8461538461538461,11,13
007_306_00.jpg,0.0,"[0.125, 0.0]",0.6065306597126334,0.6666666666666666,8,12
007_306_02.jpg,0.0,"[0.125, 0.0]",1.0,1.6,16,10
007_306_03.jpg,0.0,"[0.16666666666666666, 0.0]",0.43459820850707814,0.5454545454545454,6,11
007_306_06.jpg,0.0,"[0.2727272727272727, 0.0]",0.7613003866968737,0.7857142857142857,11,14
007_306_07.jpg,0.0,"[0.0, 0.0]",1.0,1.0,9,9
007_306_09.jpg,0.0,"[0.0, 0.0]",1.0,1.8571428571428572,13,7
007_306_10.jpg,0.0,"[0.2, 0.0]",0.9048374180359595,0.9090909090909091,10,11
007_306_11.jpg,0.0,"[0.0, 0.0]",1.0,1.5714285714285714,11,7
007_306_15.jpg,0.0,"[0.1, 0.0]",1.0,1.0,10,10
007_306_19.jpg,0.13483997249264845,"[0.18181818181818182, 0.1]",1.0,1.2222222222222223,11,9
007_306_23.jpg,0.0,"[0.2222222222222222, 0.0]",0.41111229050718745,0.5294117647058824,9,17
007_306_28.jpg,0.0,"[0.0, 0.0]",1.0,1.0,10,10
007_306_32.jpg,0.0,"[0.0, 0.0]",0.7165313105737893,0.75,6,8
008_329_05.jpg,0.0,"[0.1, 0.0]",1.0,1.25,10,8
008_329_06.jpg,0.0,"[0.0, 0.0]",1.0,1.125,9,8
008_329_07.jpg,0.0,"[0.2222222222222222, 0.0]",1.0,1.0,9,9
008_329_09.jpg,0.0,"[0.07142857142857142, 0.0]",1.0,7.0,14,2
009_342_00.jpg,0.0,"[0.0, 0.0]",1.0,3.0,12,4
009_342_01.jpg,0.0,"[0.0, 0.0]",0.8824969025845955,0.8888888888888888,8,9
009_342_04.jpg,0.0,"[0.0, 0.0]",1.0,2.0,10,5
009_342_07.jpg,0.0,"[0.15384615384615385, 0.0]",1.0,2.1666666666666665,13,6
