,id,cer
0,1_0,0.8929889298892989
1,1_1,8.292682926829269
2,1_2,0.3902439024390244
3,1_3,0.4222222222222222
4,1_4,0.5747126436781609
5,1_5,0.5135135135135135
6,1_6,0.325
7,1_7,0.2653061224489796
8,1_8,0.28888888888888886
9,1_9,0.5076923076923077
10,1_10,0.5684210526315789
11,1_11,0.4166666666666667
12,1_12,0.3783783783783784
13,1_13,1.2307692307692308
14,2_0,0.8204182041820418
15,2_1,42.0
16,2_2,0.48951048951048953
17,2_3,0.5445544554455446
18,2_4,0.3364485981308411
19,2_5,10.263157894736842
20,2_6,0.38524590163934425
21,2_7,0.32407407407407407
22,2_8,0.504
23,2_9,0.3611111111111111
24,2_10,0.4
25,2_11,0.5371900826446281
26,2_12,0.38
27,2_13,0.2222222222222222
28,2_14,1.656
29,3_0,0.8573185731857319
30,3_1,0.4954954954954955
31,3_2,0.5966386554621849
32,3_3,0.35106382978723405
33,3_4,0.3333333333333333
34,3_5,0.2222222222222222
35,3_6,0.39622641509433965
36,3_7,0.5227272727272727
37,3_8,0.24761904761904763
38,3_9,0.22857142857142856
39,3_10,0.38016528925619836
40,3_11,0.3717948717948718
41,3_12,0.4782608695652174
42,3_13,29.22222222222222
43,4_0,0.8634686346863468
44,4_1,0.3333333333333333
45,4_2,0.48
46,4_3,0.44144144144144143
47,4_4,0.21052631578947367
48,4_5,0.25
49,4_6,0.5267175572519084
50,4_7,0.3076923076923077
51,4_8,0.23684210526315788
52,4_9,0.32608695652173914
53,4_10,0.35
54,4_11,0.46601941747572817
55,4_12,0.4491525423728814
56,4_13,13.66
57,5_0,0.8831488314883149
58,5_1,90.75
59,5_2,0.539568345323741
60,5_3,0.6062992125984252
61,5_4,0.7068965517241379
62,5_5,0.4943820224719101
63,5_6,0.44329896907216493
64,5_7,0.35
65,5_8,0.5069444444444444
66,5_9,0.4609375
67,5_10,0.2972972972972973
68,5_11,0.6302521008403361
69,5_12,0.5398230088495575
70,5_13,0.6555555555555556
71,5_14,0.40350877192982454
72,6_0,0.8314883148831488
73,6_1,104.5
74,6_2,0.33620689655172414
75,6_3,0.6176470588235294
76,6_4,0.2698412698412698
77,6_5,0.49074074074074076
78,6_6,0.175
79,6_7,0.45161290322580644
80,6_8,0.21052631578947367
81,6_9,0.1956521739130435
82,6_10,0.4576271186440678
83,6_11,0.6826923076923077
84,6_12,0.3409090909090909
85,6_13,0.39473684210526316
86,6_14,0.4824561403508772
87,7_0,0.8290282902829028
88,7_1,0.5454545454545454
89,7_2,0.4090909090909091
90,7_3,0.6388888888888888
91,7_4,0.4205607476635514
92,7_5,0.5833333333333334
93,7_6,0.24444444444444444
94,7_7,0.48484848484848486
95,7_8,0.4017094017094017
96,7_9,0.4166666666666667
97,7_10,0.6578947368421053
98,7_11,0.6923076923076923
99,7_12,0.5263157894736842
100,7_13,0.42592592592592593
101,8_0,0.8450184501845018
102,8_1,0.375
103,8_2,0.5968992248062015
104,8_3,0.22950819672131148
105,8_4,0.39622641509433965
106,8_5,0.5169491525423728
107,8_6,0.4057971014492754
108,8_7,0.5
109,8_8,0.30833333333333335
110,8_9,0.3090909090909091
111,8_10,0.4230769230769231
112,8_11,0.5794392523364486
113,8_12,0.55
114,8_13,0.28846153846153844
115,9_0,0.8745387453874539
116,9_1,0.2727272727272727
117,9_2,0.5112781954887218
118,9_3,9.30952380952381
119,9_4,0.43902439024390244
120,9_5,9.666666666666666
121,9_6,0.2619047619047619
122,9_7,0.16666666666666666
123,9_8,2.127659574468085
124,9_9,0.664
125,9_10,0.55
126,9_11,2.9743589743589745
127,9_12,0.6050420168067226
128,9_13,17.555555555555557
129,10_0,0.9040590405904059
130,10_1,0.35135135135135137
131,10_2,0.5815602836879432
132,10_3,0.34210526315789475
133,10_4,0.421875
134,10_5,0.5555555555555556
135,10_6,0.41732283464566927
136,10_7,0.5617977528089888
137,10_8,12.971428571428572
138,10_9,0.7777777777777778
139,10_10,0.4583333333333333
140,10_11,0.3333333333333333
141,10_12,0.44339622641509435
142,10_13,0.3333333333333333
143,11_0,0.8769987699876999
144,11_1,2.5
145,11_2,0.22857142857142856
146,11_3,0.49382716049382713
147,11_4,0.3888888888888889
148,11_5,0.5465116279069767
149,11_6,0.32432432432432434
150,11_7,0.4473684210526316
151,11_8,0.6530612244897959
152,11_9,0.3829787234042553
153,11_10,0.3783783783783784
154,11_11,0.4666666666666667
155,11_12,0.35
156,11_13,15.2
157,12_0,0.8388683886838868
158,12_1,0.6692307692307692
159,12_2,0.5061728395061729
160,12_3,0.3142857142857143
161,12_4,0.6875
162,12_5,0.3181818181818182
163,12_6,0.5070422535211268
164,12_7,0.5689655172413793
165,12_8,0.44086021505376344
166,12_9,0.5591397849462365
167,12_10,0.43478260869565216
168,12_11,0.48936170212765956
169,12_12,0.5
170,12_13,0.448
171,13_0,0.8068880688806888
172,13_1,0.3409090909090909
173,13_2,0.46808510638297873
174,13_3,0.49
175,13_4,0.34146341463414637
176,13_5,0.4959349593495935
177,13_6,0.2872340425531915
178,13_7,0.35714285714285715
179,13_8,0.37254901960784315
180,13_9,0.49624060150375937
181,13_10,0.46496815286624205
182,13_11,0.44554455445544555
183,13_12,0.6666666666666666
184,13_13,0.7068965517241379
185,14_0,0.8659286592865929
186,14_1,0.27450980392156865
187,14_2,0.5740740740740741
188,14_3,0.40217391304347827
189,14_4,0.37142857142857144
190,14_5,0.3333333333333333
191,14_6,8.23913043478261
192,14_7,0.5660377358490566
193,14_8,0.5222222222222223
194,14_9,0.45
195,14_10,0.5428571428571428
196,14_11,0.48
197,14_12,13.794117647058824
198,14_13,0.6285714285714286
199,15_0,0.8437884378843789
200,15_1,0.5925925925925926
201,15_2,0.34285714285714286
202,15_3,0.5142857142857142
203,15_4,0.4117647058823529
204,15_5,0.45454545454545453
205,15_6,0.5367647058823529
206,15_7,0.5
207,15_8,0.6821705426356589
208,15_9,0.35135135135135137
209,15_10,0.358974358974359
210,15_11,0.35135135135135137
211,15_12,0.5277777777777778
212,15_13,0.5844155844155844
213,16_0,0.8204182041820418
214,16_1,0.569620253164557
