,id,cer
0,1_0,0.8044280442804428
1,1_1,0.8536585365853658
2,1_2,1.0
3,1_3,0.762962962962963
4,1_4,0.8735632183908046
5,1_5,1.0
6,1_6,1.0
7,1_7,0.7346938775510204
8,1_8,1.0
9,1_9,0.6307692307692307
10,1_10,0.7473684210526316
11,1_11,0.7777777777777778
12,1_12,1.0
13,1_13,0.7769230769230769
14,2_0,0.8019680196801968
15,2_1,1.0
16,2_2,0.7972027972027972
17,2_3,0.7524752475247525
18,2_4,0.8504672897196262
19,2_5,1.0
20,2_6,0.8114754098360656
21,2_7,0.9722222222222222
22,2_8,0.76
23,2_9,1.0
24,2_10,1.0
25,2_11,0.8429752066115702
26,2_12,0.81
27,2_13,1.0
28,2_14,1.6
29,3_0,0.8659286592865929
30,3_1,0.8108108108108109
31,3_2,0.7478991596638656
32,3_3,0.8085106382978723
33,3_4,1.0
34,3_5,1.0
35,3_6,0.839622641509434
36,3_7,0.8181818181818182
37,3_8,0.7619047619047619
38,3_9,1.0
39,3_10,0.8925619834710744
40,3_11,1.0
41,3_12,0.8152173913043478
42,3_13,3.5
43,4_0,0.8905289052890529
44,4_1,1.0
45,4_2,0.872
46,4_3,1.0
47,4_4,1.0
48,4_5,1.0
49,4_6,0.7938931297709924
50,4_7,0.8333333333333334
51,4_8,1.0
52,4_9,1.0
53,4_10,1.0
54,4_11,1.0
55,4_12,0.7711864406779662
56,4_13,2.8
57,5_0,0.9212792127921279
58,5_1,1.0
59,5_2,0.8273381294964028
60,5_3,0.984251968503937
61,5_4,0.9310344827586207
62,5_5,1.0
63,5_6,0.7731958762886598
64,5_7,1.0
65,5_8,0.7777777777777778
66,5_9,0.734375
67,5_10,1.0
68,5_11,0.8991596638655462
69,5_12,0.8141592920353983
70,5_13,1.0
71,5_14,1.236842105263158
72,6_0,0.8720787207872078
73,6_1,1.0
74,6_2,0.7672413793103449
75,6_3,0.8137254901960784
76,6_4,0.9206349206349206
77,6_5,0.8425925925925926
78,6_6,1.0
79,6_7,0.946236559139785
80,6_8,1.0
81,6_9,1.0
82,6_10,0.7542372881355932
83,6_11,0.7884615384615384
84,6_12,0.7613636363636364
85,6_13,1.0
86,6_14,0.7456140350877193
87,7_0,0.982779827798278
88,7_1,1.0
89,7_2,0.7792207792207793
90,7_3,1.0
91,7_4,0.7663551401869159
92,7_5,1.0
93,7_6,1.0
94,7_7,1.0
95,7_8,0.7777777777777778
96,7_9,1.0
97,7_10,1.0
98,7_11,1.0
99,7_12,0.7218045112781954
100,7_13,0.7592592592592593
101,8_0,0.8610086100861009
102,8_1,1.0
103,8_2,0.7906976744186046
104,8_3,0.7459016393442623
105,8_4,0.8113207547169812
106,8_5,0.6949152542372882
107,8_6,0.5942028985507246
108,8_7,0.7685185185185185
109,8_8,0.8166666666666667
110,8_9,0.8090909090909091
111,8_10,0.7307692307692307
112,8_11,0.7102803738317757
113,8_12,1.0
114,8_13,2.4423076923076925
115,9_0,0.8683886838868389
116,9_1,1.0
117,9_2,0.8345864661654135
118,9_3,1.0
119,9_4,1.0
120,9_5,1.0
121,9_6,1.0
122,9_7,1.0
123,9_8,1.0
124,9_9,0.792
125,9_10,1.0
126,9_11,1.0
127,9_12,0.8403361344537815
128,9_13,1.0
129,10_0,0.8905289052890529
130,10_1,1.0
131,10_2,0.7872340425531915
132,10_3,1.0
133,10_4,0.7578125
134,10_5,1.0
135,10_6,0.7952755905511811
136,10_7,0.9550561797752809
137,10_8,1.0
138,10_9,1.0
139,10_10,0.875
140,10_11,1.0
141,10_12,0.7641509433962265
142,10_13,2.2051282051282053
143,11_0,0.8892988929889298
144,11_1,1.0
145,11_2,1.0
146,11_3,0.8024691358024691
147,11_4,1.0
148,11_5,0.7674418604651163
149,11_6,0.7297297297297297
150,11_7,1.0
151,11_8,1.0
152,11_9,1.0
153,11_10,1.0
154,11_11,0.7333333333333333
155,11_12,0.825
156,11_13,2.55
157,12_0,0.8031980319803198
158,12_1,0.8615384615384616
159,12_2,0.7530864197530864
160,12_3,1.0
161,12_4,1.0
162,12_5,0.7272727272727273
163,12_6,0.7605633802816901
164,12_7,1.0
165,12_8,0.8064516129032258
166,12_9,0.7956989247311828
167,12_10,1.0
168,12_11,1.0
169,12_12,0.7321428571428571
170,12_13,0.816
171,13_0,0.976629766297663
