model,id,cer
gpt_one_example,17,0.7348526959421902
gpt_one_example,16,0.7220630372492837
gpt_one_example,14,0.7179902755267423
gpt_one_example,15,0.7104495037945125
gpt_one_example,11,0.7916945746818487
gpt_one_example,10,0.7213930348258707
gpt_one_example,12,0.6956295525494277
gpt_one_example,13,0.6882148184982596
gpt_one_example,8,0.6706963249516441
gpt_one_example,9,0.6538461538461539
gpt_one_example,4,0.6421348314606742
gpt_one_example,5,0.7889194139194139
gpt_one_example,7,0.7449625791594704
gpt_one_example,6,0.743940990516333
gpt_one_example,3,0.6203512396694215
gpt_one_example,1,0.6907273736812882
gpt_one_example,18,0.7016632016632016
gpt_one_example,19,0.7288528389339514
claude_simple,17,0.707615341856587
claude_simple,16,0.7277936962750716
claude_simple,14,0.6736898973527823
claude_simple,15,0.6643315820198482
claude_simple,11,0.7186872069658405
claude_simple,10,0.7153123272526257
claude_simple,12,0.6919875130072841
claude_simple,13,0.7553455992043759
claude_simple,8,0.7200193423597679
claude_simple,9,0.7808302808302808
claude_simple,4,0.7617977528089888
claude_simple,5,0.6955128205128205
claude_simple,7,0.6856649395509499
claude_simple,6,0.6944151738672286
claude_simple,2,0.6978346456692913
claude_simple,3,0.743801652892562
claude_simple,1,0.7190449750138812
claude_simple,18,0.7401247401247402
claude_simple,19,0.6819235225955967
TrOCR,17,0.9794330183435241
TrOCR,16,0.9581661891117479
TrOCR,14,0.9854132901134521
TrOCR,15,0.9824868651488616
TrOCR,11,0.9899531145344943
TrOCR,10,0.9701492537313433
TrOCR,12,0.9401664932362123
TrOCR,13,0.973644952759821
TrOCR,8,0.9922630560928434
TrOCR,9,0.9645909645909646
TrOCR,4,0.9724719101123596
TrOCR,5,0.9606227106227107
TrOCR,7,0.970063327576281
TrOCR,6,0.9836670179135932
TrOCR,2,0.9438976377952756
TrOCR,3,0.9808884297520661
TrOCR,1,0.9800111049416991
TrOCR,18,0.9776507276507277
TrOCR,19,0.9658169177288528
Pytesseract,17,0.708171206225681
Pytesseract,16,0.7077363896848138
Pytesseract,14,0.7104267963263101
Pytesseract,15,0.6987740805604203
Pytesseract,11,0.7039517749497656
Pytesseract,10,0.7119955776672194
Pytesseract,12,0.7268470343392299
Pytesseract,13,0.7294878170064645
Pytesseract,8,0.721953578336557
Pytesseract,9,0.699023199023199
Pytesseract,4,0.7101123595505618
Pytesseract,5,0.7408424908424909
Pytesseract,7,0.7386298215313759
Pytesseract,6,0.7328767123287672
Pytesseract,2,0.7332677165354331
Pytesseract,3,0.7298553719008265
Pytesseract,1,0.7729039422543031
Pytesseract,18,0.6938669438669439
Pytesseract,19,0.7050984936268829
claude_refine_complex,17,0.7287381878821567
claude_refine_complex,16,0.6246418338108882
claude_refine_complex,14,0.571042679632631
claude_refine_complex,15,0.5890251021599533
claude_refine_complex,11,0.709979906229069
claude_refine_complex,10,0.6943062465450525
claude_refine_complex,12,0.7362122788761707
claude_refine_complex,13,0.6355047240179016
claude_refine_complex,8,0.6368471953578336
claude_refine_complex,9,0.7350427350427351
claude_refine_complex,4,1.0589887640449438
claude_refine_complex,5,0.76007326007326
claude_refine_complex,7,1.1479562464018422
claude_refine_complex,6,0.7418335089567967
claude_refine_complex,2,0.639763779527559
claude_refine_complex,3,0.7128099173553719
claude_refine_complex,1,1.0755136035535813
claude_refine_complex,18,0.5753638253638254
claude_refine_complex,19,0.6280417149478563
gpt_complex,17,0.7337409672040022
gpt_complex,16,0.7432664756446992
gpt_complex,14,0.6169638033495408
gpt_complex,15,0.9643899591360187
gpt_complex,11,0.5967849966510381
gpt_complex,10,0.740187949143173
gpt_complex,12,0.7180020811654526
gpt_complex,13,0.6036797613127797
gpt_complex,8,0.6353965183752418
gpt_complex,9,0.6648351648351648
gpt_complex,4,0.6224719101123596
gpt_complex,5,0.8063186813186813
gpt_complex,7,0.6868163500287853
gpt_complex,6,0.5985247629083246
gpt_complex,2,0.7337598425196851
gpt_complex,3,0.643595041322314
gpt_complex,1,0.7301499167129373
gpt_complex,18,0.7193347193347194
gpt_complex,19,0.5996523754345308
claude_two_example,17,0.7226236798221234
claude_two_example,16,0.7088825214899713
claude_two_example,14,0.7136682874122097
claude_two_example,15,0.7092819614711033
claude_two_example,11,0.7133288680509042
claude_two_example,10,0.7645107794361525
claude_two_example,12,0.7289281997918835
claude_two_example,13,0.7379413227250124
claude_two_example,8,0.7654738878143134
claude_two_example,9,0.7167277167277167
claude_two_example,4,0.7157303370786516
claude_two_example,5,0.7495421245421245
claude_two_example,7,0.7512953367875648
claude_two_example,6,0.7423603793466808
claude_two_example,1,0.6973903387007219
claude_two_example,18,0.7344074844074844
claude_two_example,19,0.7027809965237544
TrOCR20,17,0.7504168982768205
TrOCR20,15,0.7326328079392878
TrOCR20,11,0.7327528466175486
TrOCR20,10,0.754007739082366
TrOCR20,12,0.7565036420395421
TrOCR20,13,0.7642963699651915
TrOCR20,9,0.7411477411477412
TrOCR20,4,0.7477528089887641
TrOCR20,5,0.7687728937728938
TrOCR20,7,0.7466896948762234
TrOCR20,6,0.7576396206533192
TrOCR20,2,0.7623031496062992
TrOCR20,3,0.7603305785123967
TrOCR20,20,0.7376449054301403
TrOCR20,18,0.7598752598752598
TrOCR20,19,0.7450753186558516
gpt_two_example,17,0.6459143968871596
gpt_two_example,16,0.6469914040114613
gpt_two_example,14,0.6753106428957321
gpt_two_example,15,0.7069468768242849
gpt_two_example,11,0.7582049564634963
gpt_two_example,10,0.693200663349917
gpt_two_example,12,0.6951092611862643
gpt_two_example,13,0.6578816509199403
gpt_two_example,8,0.6852030947775629
gpt_two_example,9,1.1495726495726495
gpt_two_example,4,0.6544943820224719
gpt_two_example,5,0.6414835164835165
gpt_two_example,7,1.056419113413932
gpt_two_example,6,0.690200210748156
gpt_two_example,1,0.674069961132704
gpt_two_example,18,0.6735966735966736
gpt_two_example,19,0.6512166859791425
KerasOCR,17,0.7943301834352418
KerasOCR,16,0.8017191977077364
KerasOCR,14,0.8244192328471097
KerasOCR,15,0.8003502626970228
KerasOCR,11,0.7863362357669123
KerasOCR,10,0.8258706467661692
KerasOCR,12,0.7960457856399584
KerasOCR,13,0.8194927896568871
KerasOCR,8,0.8341392649903289
KerasOCR,9,0.7948717948717948
KerasOCR,4,0.7747191011235955
KerasOCR,5,0.8218864468864469
KerasOCR,7,0.7772020725388601
KerasOCR,6,0.8061116965226555
KerasOCR,2,0.8070866141732284
KerasOCR,3,0.8130165289256198
KerasOCR,1,0.787340366463076
KerasOCR,18,0.8212058212058212
KerasOCR,19,0.8203939745075318
claude_complex,17,0.6209005002779322
claude_complex,16,0.6206303724928367
claude_complex,14,0.5537547271745002
claude_complex,15,0.5633391710449503
claude_complex,11,0.6048225050234427
claude_complex,10,0.5948037589828634
claude_complex,12,0.6425598335067638
claude_complex,13,0.6330183988065639
claude_complex,8,0.6890715667311412
claude_complex,9,0.605006105006105
claude_complex,4,0.6174157303370786
claude_complex,5,0.6336996336996337
claude_complex,7,0.6563039723661486
claude_complex,6,0.631190727081138
claude_complex,2,0.6309055118110236
claude_complex,3,0.6038223140495868
claude_complex,1,0.6252082176568573
claude_complex,18,0.579002079002079
claude_complex,19,0.570683661645423
gpt_simple,17,0.7426347971095053
gpt_simple,16,0.9438395415472779
gpt_simple,14,0.8254997298757428
