model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gpt_one_example,17,0.25845285571869553,"[0.4560260586319218, 0.29411764705882354, 0.25245901639344265, 0.23684210526315788]",0.8636568058328686,0.8721590909090909,307,352
gpt_one_example,16,0.03278854887369194,"[0.22767857142857142, 0.09865470852017937, 0.02702702702702703, 0.013574660633484163]",0.6119703602715729,0.6706586826347305,224,334
gpt_one_example,14,0.2721520602910929,"[0.48534201954397393, 0.3235294117647059, 0.2721311475409836, 0.23684210526315788]",0.8580486645261058,0.867231638418079,307,354
gpt_one_example,15,0.2923945915819,"[0.4364820846905538, 0.3104575163398693, 0.25573770491803277, 0.24342105263157895]",0.9648036991628913,0.9654088050314465,307,318
gpt_one_example,11,0.2881527394644356,"[0.4006514657980456, 0.2875816993464052, 0.24918032786885247, 0.24013157894736842]",1.0,1.0848056537102473,307,283
gpt_one_example,10,0.2709095425010236,"[0.498371335504886, 0.31699346405228757, 0.26885245901639343, 0.24013157894736842]",0.8524769395929584,0.8623595505617978,307,356
gpt_one_example,12,0.24636245683254626,"[0.495114006514658, 0.3137254901960784, 0.25901639344262295, 0.24013157894736842]",0.7858083504116429,0.8057742782152231,307,381
gpt_one_example,13,0.22848433815758623,"[0.5342019543973942, 0.3137254901960784, 0.26229508196721313, 0.24671052631578946]",0.7080242935423491,0.7433414043583535,307,413
gpt_one_example,8,0.12255167894804654,"[0.7045454545454546, 0.5028571428571429, 0.42528735632183906, 0.41040462427745666]",0.24575772380937339,0.4160756501182033,176,423
gpt_one_example,9,0.24594130702790779,"[0.5458937198067633, 0.3786407766990291, 0.35121951219512193, 0.3480392156862745]",0.6168731995633557,0.6742671009771987,207,307
gpt_one_example,4,0.22194098456476863,"[0.4827586206896552, 0.3333333333333333, 0.3130434782608696, 0.31004366812227074]",0.6278102917321614,0.6823529411764706,232,340
gpt_one_example,5,0.0,"[0.26973684210526316, 0.039735099337748346, 0.0, 0.0]",0.15744419349415859,0.3510392609699769,152,433
gpt_one_example,7,0.2529452596350441,"[0.348993288590604, 0.2727272727272727, 0.24662162162162163, 0.24067796610169492]",0.9226208464809907,0.9254658385093167,298,322
gpt_one_example,6,0.0,"[0.22408026755852842, 0.053691275167785234, 0.0, 0.0]",0.8264338084442273,0.8398876404494382,299,356
gpt_one_example,3,0.21501381032039174,"[0.611353711790393, 0.4166666666666667, 0.3568281938325991, 0.3230088495575221]",0.5194307211811123,0.604221635883905,229,379
gpt_one_example,1,0.2991491521816914,"[0.5276872964169381, 0.3562091503267974, 0.26557377049180325, 0.24342105263157895]",0.9010139599196839,0.9056047197640118,307,339
gpt_one_example,18,0.25201681222812267,"[0.511400651465798, 0.3202614379084967, 0.25245901639344265, 0.23355263157894737]",0.8039316367427385,0.820855614973262,307,374
gpt_one_example,19,0.27475270821681685,"[0.46254071661237783, 0.3006535947712418, 0.25245901639344265, 0.23684210526315788]",0.9098618167593174,0.9136904761904762,307,336
